Language name,Alternate language names,Country,Region,Resource Title,Resource URL,Resource type,,,,,,,,
Tagalog,,Philippines,Southeast Asia,International SOS Need to Know slides,https://pandemic.internationalsos.com/-/media/pandemic/files/pan-comms-new-corona-virus/intlsos_coronavirus_disease_2019_talk_simplified_v3_tl_ph.pptx?la=en,,,,,,,,,
Vietnamese,Tiếng Việt,Vietnam,Southeast Asia,International SOS Need to Know slides,https://pandemic.internationalsos.com/-/media/pandemic/files/pan-comms-new-corona-virus/intlsos_coronavirus_disease_2019_talk_simplified_v3_vi_vn.pptx?la=en,,,,,,,,,
Portuguese,Português,,"Europe, South America, Africa",Hesperian info and prevention page,https://pt.hesperian.org/hhg/Coronavirus,Web page,,,,,,,,
Arabic,العربية,Arabic (العربية):,Near East,Refugee Development Center audio message,https://refugeedevelopmentcenter.org/coronavirus-announcements-arabic/,,,,,,,,,
Tseltal,Tzeltal,Mexico,Mexico-Central America-Caribbean,Cultural Survival &ldquo,stop the spread&rdquo, audio message,https://rights.culturalsurvival.org/coronavirus-idioma-tseltal-recomendaciones-para-no-propagar-el-virus,,,,,,,
Tzotzil,"Tsotsil, Batsʼi kʼop",Mexico,Mexico-Central America-Caribbean,Cultural Survival symptoms &amp, prevention audio message,https://rights.culturalsurvival.org/coronavirus-idioma-tzotzil-sintomas-y-prevencion,,,,,,,,
Kinyarwanda,,"Rwanda, DR Congo, Uganda, Burundi",Africa,Hesperian prevention and information page,https://rw.hesperian.org/hhg/Coronavirusi,,,,,,,,,
Portuguese,Português,,"Europe, South America, Africa",Paraná How to prevent infographic,https://s2.glbimg.com/mxoW1s7uixRRXL4TSurW4YEDrG0=/0x0:800x1120/1280x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2020/x/f/lzAoetTLavYolLllT3Wg/compartilhe-1-.jpg,,,,,,,,,
Sindhi,"سنڌي, सिन्धी, ਸਿੰਧੀ","India, Pakistan",South Asia,Hesperian info and prevention page,https://sd.hesperian.org/hhg/%DA%AA%D9%88%D8%B1%D9%88%D9%86%D8%A7%D9%88%D8%A7%D8%A6%D8%B1%D8%B3,,,,,,,,,
Kunwinjku,Bininj Gun-Wok,Australia,Australia,Northern Territories government audio message,https://securent.nt.gov.au/__data/assets/audio_file/0003/800139/corona-virus-kunwinjku.mp3,Audio,,,,,,,,
Maung,,Australia,Australia,Northern Territories government audio message,https://securent.nt.gov.au/__data/assets/audio_file/0013/800140/corona-virus-maung.mp3,Audio,,,,,,,,
West Side Kriol,,Australia,Australia,Northern Territories government audio message,https://securent.nt.gov.au/__data/assets/audio_file/0015/800142/corona-virus-ws-kriol.mp3,Audio,,,,,,,,
Yolŋu Matha,,Australia,Australia,Northern Territories government audio message,https://securent.nt.gov.au/__data/assets/audio_file/0017/800144/corona-virus-yolngu-matha.mp3,Audio,,,,,,,,
Anindiliyakwa,,Australia,Australia,Northern Territories government audio message,https://securent.nt.gov.au/__data/assets/audio_file/0018/800136/corona-virus-anindiliyakwa.mp3,Audio,,,,,,,,
Warlpiri,,Australia,Australia,Northern Territories government audio message,https://securent.nt.gov.au/__data/assets/audio_file/0018/800145/corona-virus-warlpiri.mp3,Audio,,,,,,,,
Anmatyerr,,Australia,Australia,Northern Territories government audio message,https://securent.nt.gov.au/__data/assets/audio_file/0019/800137/corona-virus-anmatyerr.mp3,Audio,,,,,,,,
Pintupi-Luritja,,Australia,Australia,Northern Territories government audio message,https://securent.nt.gov.au/__data/assets/audio_file/0019/800146/corona-virus-pintupi.mp3,Audio,,,,,,,,
Burarra,,Australia,Australia,Northern Territories government audio message,https://securent.nt.gov.au/__data/assets/audio_file/0020/800138/corona-virus-burarra.mp3,Audio,,,,,,,,
Akateko,Qanjobal,"Guatemala, Mexico",Mexico-Central America-Caribbean,INALI prevention brochure,https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/pdf/covid_akateko.pdf,Document,,,,,,,,
Amuzgo,Ñomndaa,Mexico,Mexico-Central America-Caribbean,INALI prevention brochure,https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/pdf/covid_amuzgo.pdf,Document,,,,,,,,
Ayapaneco,Numte oote,Mexico,Mexico-Central America-Caribbean,INALI prevention brochure,https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/pdf/covid_ayapaneco.pdf,Document,,,,,,,,
Chatino,Cha' jna'a,Mexico,Mexico-Central America-Caribbean,INALI prevention brochure,https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/pdf/covid_chatino.pdf,Document,,,,,,,,
Chichimeco Jonaz,Úza',Mexico,Mexico-Central America-Caribbean,INALI prevention brochure,https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/pdf/covid_chichimeca.pdf,Document,,,,,,,,
Chinanteco,,Mexico,Mexico-Central America-Caribbean,INALI prevention brochure,https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/pdf/covid_chinanteco.pdf,Document,,,,,,,,
Ch'ol,,Mexico,Mexico-Central America-Caribbean,INALI prevention brochure,https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/pdf/covid_chol.pdf,Document,,,,,,,,
Chontal de Oaxaca,Lajlteygi,Mexico,Mexico-Central America-Caribbean,INALI prevention brochure,https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/pdf/covid_chontal_de_Oaxaca.pdf,Document,,,,,,,,
Chontal de Tabasco,,Mexico,Mexico-Central America-Caribbean,INALI prevention brochure,https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/pdf/covid_chontal_de_Tabasco.pdf,Document,,,,,,,,
Chuj,Koti',"Guatemala, Mexico",Mexico-Central America-Caribbean,INALI prevention brochure,https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/pdf/covid_chuj.pdf,Document,,,,,,,,
Cora,"Naáyari, Naáyarite",Mexico,Mexico-Central America-Caribbean,INALI prevention brochure,https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/pdf/covid_cora.pdf,Document,,,,,,,,
Cuicateco,Dibaku,Mexico,Mexico-Central America-Caribbean,INALI prevention brochure,https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/pdf/covid_cuicateco.pdf,Document,,,,,,,,
Huarijio,Guarijío,Mexico,Mexico-Central America-Caribbean,INALI prevention brochure,https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/pdf/covid_guarijio.pdf,Document,,,,,,,,
Huasteco,Tének,Mexico,Mexico-Central America-Caribbean,INALI prevention brochure,https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/pdf/covid_huasteco.pdf,Document,,,,,,,,
Huave,"Wabe, Ombeayii&uuml;ts, Umbeyajts",Mexico,Mexico-Central America-Caribbean,INALI prevention brochure,https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/pdf/covid_huave.pdf,Document,,,,,,,,
Huichol,Wixárika,Mexico,Mexico-Central America-Caribbean,INALI prevention brochure,https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/pdf/covid_huichol.pdf,Document,,,,,,,,
Popti',"Jakalteka, Jakalteko, Abxub'al","Guatemala, Mexico",Mexico-Central America-Caribbean,INALI prevention brochure,https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/pdf/covid_jakalteko.pdf,Document,,,,,,,,
Kaqchikel Maya,"Kakchikel, Kakchiquel","Guatemala, Mexico",Mexico-Central America-Caribbean,INALI prevention brochure,https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/pdf/covid_kakchikel.pdf,Document,,,,,,,,
Tiipai,"Tipay, Ku'ahl, Kumeyaay","Mexico, US",Mexico-Central America-Caribbean,INALI prevention brochure,https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/pdf/covid_kuahl.pdf,Document,,,,,,,,
Lacandon,Jach-tʼaan,Mexico,Mexico-Central America-Caribbean,INALI prevention brochure,https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/pdf/covid_lacandon.pdf,Document,,,,,,,,
Mam,,"Guatemala, Mexico",Mexico-Central America-Caribbean,INALI prevention brochure (Ta Yol variety),https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/pdf/covid_mam.pdf,Document,,,,,,,,
Matlatzinca,Bot'una,Mexico,Mexico-Central America-Caribbean,INALI prevention brochure,https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/pdf/covid_matlatzinca.pdf,Document,,,,,,,,
Yucatec Maya,"mayaʼ tʼàan, maayat'aan",Mexico,Mexico-Central America-Caribbean,INALI prevention brochure,https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/pdf/covid_maya.pdf,Document,,,,,,,,
Mayo,"Yoremnokki, Yorem Nokki",Mexico,Mexico-Central America-Caribbean,INALI prevention brochure,https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/pdf/covid_mayo.pdf,Document,,,,,,,,
Mazahua,Jñatjo,Mexico,Mexico-Central America-Caribbean,INALI prevention brochure,https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/pdf/covid_mazahua.pdf,Document,,,,,,,,
Mazateco,Énná,Mexico,Mexico-Central America-Caribbean,INALI prevention brochure,https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/pdf/covid_mazateco.pdf,Document,,,,,,,,
"Mixe, Oaxaca","Ayuujk, Ayuk",Mexico,Mexico-Central America-Caribbean,INALI prevention video,https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/pdf/covid_mixe.pdf,Document,,,,,,,,
Mixteco,Tu'un savi,Mexico,Mexico-Central America-Caribbean,INALI prevention brochure,https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/pdf/covid_mixteco.pdf,Document,,,,,,,,
Huasteco,Tének,Mexico,Mexico-Central America-Caribbean,INALI prevention video (urban contexts),https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/videos/covid-19/Huasteco_Coronavirus_Covid-19.mp4,Video,,,,,,,,
Tiipai,"Tipay, Ku'ahl, Kumeyaay","Mexico, US",Mexico-Central America-Caribbean,INALI prevention video (urban contexts),https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/videos/covid-19/Kuahl_Coronavirus_Covid-19.mp4,Video,,,,,,,,
Mayo,"Yoremnokki, Yorem Nokki",Mexico,Mexico-Central America-Caribbean,INALI prevention video (urban contexts),https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/videos/covid-19/Mayo_Coronavirus_Covid-19.mp4,Video,,,,,,,,
Mazahua,Jñatjo,Mexico,Mexico-Central America-Caribbean,INALI prevention video (urban contexts),https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/videos/covid-19/Mazahua_Coronavirus_Covid-19.mp4,Video,,,,,,,,
Mazateco,Énná,Mexico,Mexico-Central America-Caribbean,INALI prevention video (urban contexts),https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/videos/covid-19/Mazateco_Coronavirus_Covid-19.mp4,Video,,,,,,,,
"Mixe, Oaxaca","Ayuujk, Ayuk",Mexico,Mexico-Central America-Caribbean,INALI prevention video (urban contexts),https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/videos/covid-19/Mixe_Coronavirus_Covid-19.mp4,Video,,,,,,,,
Mixteco del Pueblo Viente,Se'en savi,Mexico,Mexico-Central America-Caribbean,INALI prevention video (urban contexts),https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/videos/covid-19/Mixteco_Coronavirus_Covid-19.mp4,Video,,,,,,,,
Náhuatl,Mexikatlahtolli,Mexico,Mexico-Central America-Caribbean,INALI prevention video (urban contexts),https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/videos/covid-19/Nahuatl_Coronavirus_Covid-19.mp4,Video,,,,,,,,
Paipai,Akwa'ala,Mexico,Mexico-Central America-Caribbean,INALI prevention video (urban contexts),https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/videos/covid-19/Paipai_Coronavirus_Covid-19.mp4,Video,,,,,,,,
Tepehuán del Sur,"O'dam, O'otham",Mexico,Mexico-Central America-Caribbean,INALI prevention video (urban contexts),https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/videos/covid-19/Tepehuano_Del_Sur_Coronavirus_Covid-19.mp4,Video,,,,,,,,
Tzotzil,"Tsotsil, Batsʼi kʼop",Mexico,Mexico-Central America-Caribbean,INALI prevention video (urban contexts),https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/videos/covid-19/Tsotsil_Coronavirus_Covid-19.mp4,Video,,,,,,,,
Yaqui,"Jiak Noki, Yoem Noki, Yoeme",Mexico,Mexico-Central America-Caribbean,INALI prevention video (urban contexts),https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/videos/covid-19/Yaqui_Coronavirus_Covid-19.mp4,Video,,,,,,,,
Huasteco,Tének,Mexico,Mexico-Central America-Caribbean,INALI prevention video (rural contexts),https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/videos/videos_pertinencia/Huasteco_Cultural.mp4,Video,,,,,,,,
Tiipai,"Tipay, Ku'ahl, Kumeyaay","Mexico, US",Mexico-Central America-Caribbean,INALI prevention video (rural contexts),https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/videos/videos_pertinencia/kuahl_Cultural.mp4,Video,,,,,,,,
Mayo,"Yoremnokki, Yorem Nokki",Mexico,Mexico-Central America-Caribbean,INALI prevention video (rural contexts),https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/videos/videos_pertinencia/Mayo_Cultural.mp4,Video,,,,,,,,
Mazahua,Jñatjo,Mexico,Mexico-Central America-Caribbean,INALI prevention video (rural contexts),https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/videos/videos_pertinencia/Mazahua_Cultural.mp4,Video,,,,,,,,
Mazateco,Énná,Mexico,Mexico-Central America-Caribbean,INALI prevention video (rural contexts),https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/videos/videos_pertinencia/Mazateco_Cultural.mp4,Video,,,,,,,,
Mixteco del Pueblo Viente,Se'en savi,Mexico,Mexico-Central America-Caribbean,INALI prevention video (rural contexts),https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/videos/videos_pertinencia/Mixteco_Cultural.mp4,Video,,,,,,,,
Náhuatl,Mexikatlahtolli,Mexico,Mexico-Central America-Caribbean,INALI prevention video (rural contexts),https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/videos/videos_pertinencia/Nahuatl_Cultural.mp4,Video,,,,,,,,
Paipai,Akwa'ala,Mexico,Mexico-Central America-Caribbean,INALI prevention video (rural contexts),https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/videos/videos_pertinencia/Paipai_Cultural.mp4,Video,,,,,,,,
Tepehuán del Sur,"O'dam, O'otham",Mexico,Mexico-Central America-Caribbean,INALI prevention video (rural contexts),https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/videos/videos_pertinencia/Tepehuano_Cultural.mp4,Video,,,,,,,,
Tzotzil,"Tsotsil, Batsʼi kʼop",Mexico,Mexico-Central America-Caribbean,INALI prevention video (rural contexts),https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/videos/videos_pertinencia/Tsotsil_Cultural.mp4,Video,,,,,,,,
Yaqui,"Jiak Noki, Yoem Noki, Yoeme",Mexico,Mexico-Central America-Caribbean,INALI prevention video (rural contexts),https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/videos/videos_pertinencia/Yaqui_Cultural.mp4,Video,,,,,,,,
Bislama,Bichelamar,Vanuatu,Pacific,Information page from University of the South Pacific,https://sites.google.com/view/bislamcovid19/home,Web page,,,,,,,,
Fijian,Na vosa vaka-Viti,Fiji,Pacific,Information page from University of the South Pacific,https://sites.google.com/view/fijilanguagecovid19/home,Web page,,,,,,,,
Samoan,Gagana faʻa Sāmoa,Samoa,Pacific,Information page from University of the South Pacific,https://sites.google.com/view/gaganasamoacovid19/home,Web page,,,,,,,,
Cook Island Māori,,"Cook Islands, New Zealand",Pacific,Information page from University of the South Pacific,https://sites.google.com/view/languagematterscovic19rar/home,Web page,,,,,,,,
Rotuman,Fäeag Rotuma,Fiji,Pacific,Information page from University of the South Pacific,https://sites.google.com/view/rotumancovid19/home,Web page,,,,,,,,
Shona,chiShona,"Zimbabwe, Mozambique",Africa,Hesperian info and prevention page,https://sn.hesperian.org/hhg/Coronavirus,Web page,,,,,,,,
Indonesian,bahasa indonesia,Indonesia,Pacific,Victoria DHHS audio message,https://soundcloud.com/betterhealthcast/bahasa-indonesian-covid-19-public-service-announcement,Audio,,,,,,,,
Greek,Ελληνικά,Greece,Europe,Victoria DHHS audio message,https://soundcloud.com/betterhealthcast/greek-covid-19-public-service-announcement,Audio,,,,,,,,
Hindi,हिन्दी,India,South Asia,Victoria DHHS audio message,https://soundcloud.com/betterhealthcast/hindi-covid-19-public-service-announcement,Audio,,,,,,,,
Khmer,ភាសាខ្មែរ,"Cambodia, Thailand, Vietnam",Southeast Asia,Victoria DHHS audio message,https://soundcloud.com/betterhealthcast/khmer-covid-19-public-service-announcement,Audio,,,,,,,,
Punjabi,ਪੰਜਾਬੀ,India,South Asia,Victoria DHHS audio message,https://soundcloud.com/betterhealthcast/punjabi-covid-19-public-service-announcement,Audio,,,,,,,,
Tamil,தமிழ்,India,South Asia,Victoria DHHS audio message,https://soundcloud.com/betterhealthcast/tamil-covid-19-public-service-announcement,Audio,,,,,,,,
Turkish,Türkçe,Turkey,Europe,Victoria DHHS audio message,https://soundcloud.com/betterhealthcast/turkish-covid-19-public-service-announcement,Audio,,,,,,,,
Achi',,Guatemala,Mexico-Central America-Caribbean,Cultural Survival informational audio message,https://soundcloud.com/culturalsurvival/coronavirus-idioma-achi-academia-de-lenguas-mayas-de-guatemala,Audio,,,,,,,,
Akateko,Qanjobal,"Guatemala, Mexico",Mexico-Central America-Caribbean,Cultural Survival audio message,https://soundcloud.com/culturalsurvival/coronavirus-idioma-akateko-academia-de-lenguas-mayas-de-guatemala,Audio,,,,,,,,
Arhuaco,"Ikʉ, Arhuaca",Colombia,South America,Cultural Survival information audio message,https://soundcloud.com/culturalsurvival/coronavirus-idioma-arhuaco-organizacion-indigena-de-colombia-onic,Audio,,,,,,,,
Ashaninka,,Brazil,South America,Cultural Survival community food security audio message,https://soundcloud.com/culturalsurvival/coronavirus-idioma-ashaninka-alimentacion-en-la-comunidad,Audio,,,,,,,,
Aguaruna,Awajún,Peru,South America,Cultural Survival prevention audio message,https://soundcloud.com/culturalsurvival/coronavirus-idioma-awajun-prevencion-y-cuidado,Audio,,,,,,,,
Awakateka,Awakateko,Guatemala,Mexico-Central America-Caribbean,Cultural Survival audio message,https://soundcloud.com/culturalsurvival/coronavirus-idioma-awakateko-academia-de-lenguas-mayas-de-guatemala,Audio,,,,,,,,
Aymara,,"Bolivia, Chile, Peru",South America,Cultural Survival informational audio message,https://soundcloud.com/culturalsurvival/coronavirus-idioma-aymara-peru,Audio,,,,,,,,
"Mixe, Oaxaca","Ayuujk, Ayuk",Mexico,Mexico-Central America-Caribbean,Cultural Survival audio message,https://soundcloud.com/culturalsurvival/coronavirus-idioma-ayuujk,Audio,,,,,,,,
"Mixe, Oaxaca","Ayuujk, Ayuk",Mexico,Mexico-Central America-Caribbean,Cultural Survival follow health recommendations audio message,https://soundcloud.com/culturalsurvival/coronavirus-idioma-ayuuk-sigamos-las-recomendaciones-de-medicos-y-enfermeras,Audio,,,,,,,,
Barí,"Barira, Cunausaya, Dobocubi, Motilón, Motilone","Colombia, Venezuela",South America,Cultural Survival informational audio message,https://soundcloud.com/culturalsurvival/coronavirus-idioma-bari-organizacion-indigena-de-colombia-onic,Audio,,,,,,,,
Buglere,"Bugle, Murire, Muoy",Panama,Mexico-Central America-Caribbean,Cultural Survival community food security audio message,https://soundcloud.com/culturalsurvival/coronavirus-idioma-buglere-alimentacion-en-la-comunidad,Audio,,,,,,,,
Chalchiteko,,Guatemala,Mexico-Central America-Caribbean,Cultural Survival audio message,https://soundcloud.com/culturalsurvival/coronavirus-idioma-chalchiteko-academia-de-lenguas-mayas-de-guatemala,Audio,,,,,,,,
Chami,,Colombia,South America,Cultural Survival information audio message,https://soundcloud.com/culturalsurvival/coronavirus-idioma-chami-organizacion-indigena-de-colombia-onic,Audio,,,,,,,,
Chontal de Tabasco,,Mexico,Mexico-Central America-Caribbean,Cultural Survival community food security audio message,https://soundcloud.com/culturalsurvival/coronavirus-idioma-chontal-alimentacion-en-la-comunidad,Audio,,,,,,,,
Ch'orti',,Guatemala,Mexico-Central America-Caribbean,Cultural Survival audio message,https://soundcloud.com/culturalsurvival/coronavirus-idioma-chorti-academia-de-lenguas-mayas-de-guatemala,Audio,,,,,,,,
Chuj,Koti',"Guatemala, Mexico",Mexico-Central America-Caribbean,Cultural Survival audio message,https://soundcloud.com/culturalsurvival/coronavirus-idioma-chuj-academia-de-lenguas-mayas-de-guatemala,Audio,,,,,,,,
Damana,"Wiwa, Malayo, Guamaca, Arosario",Colombia,South America,Cultural Survival symptoms and prevention audio message,https://soundcloud.com/culturalsurvival/coronavirus-idioma-damana-sintomas-y-cuidados,Audio,,,,,,,,
Eperara Siapidara,"Epena, Southern Embera",Colombia,South America,Cultural Survival healthy eating in the community audio message,https://soundcloud.com/culturalsurvival/coronavirus-idioma-eperara-siapidara-alimentacion-sana-en-la-comunidad,Audio,,,,,,,,
Eperara Siapidara,"Epena, Southern Embera",Colombia,South America,Cultural Survival symptoms and prevention audio message,https://soundcloud.com/culturalsurvival/coronavirus-idioma-eperara-siapidara-sintomas-y-cuidados,Audio,,,,,,,,
Garifuna,,"Belize, Honduras, Guatemala, Mexico, Nicaragua",Mexico-Central America-Caribbean,Cultural Survival community food security audio message,https://soundcloud.com/culturalsurvival/coronavirus-idioma-garifuna-alimentacion-en-la-comunidad,Audio,,,,,,,,
Garifuna,,"Belize, Honduras, Guatemala, Mexico, Nicaragua",Mexico-Central America-Caribbean,Cultural Survival information audio message,https://soundcloud.com/culturalsurvival/coronavirus-idioma-garifuna-honduras,Audio,,,,,,,,
Garifuna,,"Belize, Honduras, Guatemala, Mexico, Nicaragua",Mexico-Central America-Caribbean,Cultural Survival symptoms and prevention audio message,https://soundcloud.com/culturalsurvival/coronavirus-idioma-garifuna-sintomas-y-prevencion,Audio,,,,,,,,
Otomi,Hñähñu,Mexico,Mexico-Central America-Caribbean,Cultural Survival community food security audio message,https://soundcloud.com/culturalsurvival/coronavirus-idioma-hnahnu-alimentacion-en-la-comunidad,Audio,,,,,,,,
Inga Kichwa,Ingano,Colombia,South America,Cultural Survival information audio message,https://soundcloud.com/culturalsurvival/coronavirus-idioma-inga-organizacion-indigena-de-colombia-onic,Audio,,,,,,,,
Itza',,Guatemala,Mexico-Central America-Caribbean,Cultural Survival information audio message,https://soundcloud.com/culturalsurvival/coronavirus-idioma-itza-academia-de-lenguas-mayas-de-guatemala,Audio,,,,,,,,
Ixil,,Guatemala,Mexico-Central America-Caribbean,Cultural Survival audio message,https://soundcloud.com/culturalsurvival/coronavirus-idioma-ixil-academia-de-lenguas-mayas-de-guatemala,Audio,,,,,,,,
Popti',"Jakalteka, Jakalteko, Abxub'al","Guatemala, Mexico",Mexico-Central America-Caribbean,Cultural Survival informational audio message,https://soundcloud.com/culturalsurvival/coronavirus-idioma-jakalteko-academia-de-lenguas-mayas-de-guatemala,Audio,,,,,,,,
